表,食谱,状态,原料,营养档案,改前,改后,处理说明
设计器草稿,牛牛定制食谱,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,牛牛定制食谱,PUBLISHED,,粉,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,布丁定制食谱,PUBLISHED,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,布丁定制食谱,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,布丁定制食谱,PUBLISHED,,粉,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,牛牛定制食谱,PUBLISHED,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,牛牛定制食谱,PUBLISHED,,粉,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,牛牛定制食谱,PUBLISHED,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,红薯鳕鱼鸭胸,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,牛牛定制食谱,PUBLISHED,,粉,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,红薯鳕鱼鸭胸,PUBLISHED,,熟,煮熟后沥水称重、打碎后充分搅拌,煮熟后称重、打碎、充分搅拌,自由文本归一
设计器草稿,红薯鳕鱼鸭胸,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,鸡兔-lp DV 碱,NEEDS_REVIEW,,生,流水冲洗、浸泡60分钟、煮熟后称重、打碎、充分搅拌,流水冲洗、浸泡60分钟、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,ID的兔肉定制,PUBLISHED,,生,全蛋、去壳、按生重称量、充分打散后混匀。,全蛋、去壳、生重、打散、充分搅拌,自由文本归一
设计器草稿,ID的兔肉定制,PUBLISHED,,生,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重、去掉多余称重
设计器草稿,ID的兔肉定制,PUBLISHED,,生,水煮或焯水后沥干、称重、打碎、充分搅拌,焯水、沥干后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,ID的兔肉定制,PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,鸡胸半餐-lp DV 副本,NEEDS_REVIEW,,生,流水冲洗、浸泡60分钟、煮熟后称重、打碎、充分搅拌,流水冲洗、浸泡60分钟、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,鸡胸半餐-lp DV 副本,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,鸡胸半餐-lp DV 副本,NEEDS_REVIEW,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,鸡胸半餐-lp DV 副本,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,山药 辅食,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,秋菊 的鲜食食谱 09/06,COMPLIANT,,干,打粉后充分搅拌,打粉、充分搅拌,自由文本归一
设计器草稿,小豆 的鲜食食谱 08/29,NEEDS_REVIEW,,浓缩补剂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,花生 的鲜食食谱 07/09,NEEDS_REVIEW,,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,燕麦米比目鱼鸭肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,鸡兔-lp DV 碱,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,鸡兔-lp DV 碱,NEEDS_REVIEW,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,土豆大米兔,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,红薯鳕鱼鸭胸,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,红薯鳕鱼鸭胸,PUBLISHED,,熟,煮熟后沥水称重、打碎后充分搅拌,煮熟后称重、打碎、充分搅拌,自由文本归一
设计器草稿,红薯鳕鱼鸭胸,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,山药 辅食,NEEDS_REVIEW,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,红薯鳕鱼鸭胸,PUBLISHED,,熟,去壳、生重、打碎、充分搅拌,去壳、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,帽帽 的鲜食食谱 07/10,NEEDS_REVIEW,,生,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重、去掉多余称重
设计器草稿,帽帽 的鲜食食谱 07/10,NEEDS_REVIEW,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,帽帽 的鲜食食谱 07/10,NEEDS_REVIEW,,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,大米红薯兔里脊,PUBLISHED,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,大米红薯兔里脊,PUBLISHED,,生,去籽、煮熟后称重、打碎、充分搅拌,去籽、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,帽帽 的鲜食食谱 07/10,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,小瓜 的鲜食食谱 07/15,NEEDS_REVIEW,,熟,生重、打碎、静置30分钟、充分搅拌,熟重、打碎、静置30分钟、充分搅拌,熟档案：生重→熟重
设计器草稿,紫薯 辅食,NEEDS_REVIEW,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,紫薯 辅食,NEEDS_REVIEW,,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,花椰菜糙米鸭肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,花椰菜糙米鸭肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,小瓜 的鲜食食谱 07/15,NEEDS_REVIEW,,熟,去壳、全蛋、生重、充分搅拌,去壳、全蛋、熟重、充分搅拌,熟档案：生重→熟重
设计器草稿,小瓜 的鲜食食谱 07/15,NEEDS_REVIEW,,熟,去油、生重、焯水、打碎、充分搅拌,去油、熟重、焯水、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,花椰菜糙米鸭肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,花椰菜糙米鸭肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,大米红薯兔里脊,PUBLISHED,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,紫薯 辅食,NEEDS_REVIEW,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,紫薯 辅食,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,大米红薯兔里脊,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,小瓜 的鲜食食谱 07/15,NEEDS_REVIEW,,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,大米红薯兔里脊,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,大米红薯兔里脊,PUBLISHED,,生,去籽、煮熟后称重、打碎、充分搅拌,去籽、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,大米红薯兔里脊,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,小豆 的鲜食食谱 08/29,NEEDS_REVIEW,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,燕麦米比目鱼鸭肉,PUBLISHED,,熟,去皮、生重、打碎、充分搅拌,去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,土豆大米兔,PUBLISHED,,生,去籽、煮熟后称重、打碎、充分搅拌,去籽、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,小豆 的鲜食食谱 08/27,NEEDS_REVIEW,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,ID的兔肉定制,PUBLISHED,,生,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重、去掉多余称重
设计器草稿,鸡兔-lp DV 碱,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,小豆 的鲜食食谱 08/27,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,土豆大米兔,PUBLISHED,,熟,去皮、去瓤、生重、打碎、充分搅拌,去皮、去瓤、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,ID的兔肉定制,PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,ID的兔肉定制,PUBLISHED,,生,水煮或焯水后沥干、称重、打碎、充分搅拌,焯水、沥干后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,idol 的鲜食食谱 07/22,COMPLIANT,,生,去瓤、去皮、煮熟后沥水、称重、打碎、充分搅拌,去瓤、去皮、生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重、去掉多余称重
设计器草稿,idol 的鲜食食谱 07/22,COMPLIANT,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,idol 的鲜食食谱 07/22,COMPLIANT,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,idol 的鲜食食谱 07/22,COMPLIANT,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,idol 的鲜食食谱 07/22,COMPLIANT,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,兔300-lp DV,NEEDS_REVIEW,,生,流水冲洗、浸泡60分钟、煮熟后称重、打碎、充分搅拌,流水冲洗、浸泡60分钟、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,兔300-lp DV,NEEDS_REVIEW,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,兔300-lp DV,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,兔300-lp DV,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,灿灿 的鲜食食谱 08/17,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,16oz cod,NEEDS_REVIEW,,生,浸泡60分钟、煮熟后称重、充分搅拌,浸泡60分钟、生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,燕麦米青花鱼鸭肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,秋葵藜麦米牛肉鸡胸,COMPLIANT,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,蹦蹦 的鲜食食谱 07/23,NEEDS_REVIEW,,熟,去皮、去骨、生重、打碎、充分搅拌,去皮、去骨、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,黄十七 的鲜食食谱 08/10,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,燕麦米青花鱼鸭肉,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,16oz cod,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,16oz cod,NEEDS_REVIEW,,生,煮熟后沥水称重、打碎后充分搅拌,生重、打碎、充分搅拌,自由文本归一、生档案：熟制称重→生重
设计器草稿,嗨皮 的鲜食食谱 08/01,COMPLIANT,,生,去籽、煮熟后称重、打碎、充分搅拌,去籽、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,3天/12份 鸡,NEEDS_REVIEW,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,秋葵藜麦米牛肉鸡胸,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,秋葵藜麦米牛肉鸡胸,COMPLIANT,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,黄十七 的鲜食食谱 08/10,NEEDS_REVIEW,,生,去皮、去瓤、煮熟后称重、打碎、充分搅拌,去皮、去瓤、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,秋菊 的鲜食食谱 06/28,COMPLIANT,,熟,去壳、生重、打碎、充分搅拌,去壳、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,六六 的鲜食食谱 08/25,NEEDS_REVIEW,,生,煮熟后称重、充分搅拌,生重、充分搅拌,生档案：熟制称重→生重
设计器草稿,六六 的鲜食食谱 08/25,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,秋菊 的鲜食食谱 06/28,COMPLIANT,,干,打粉后充分搅拌,打粉、充分搅拌,自由文本归一
设计器草稿,秋菊 的鲜食食谱 06/28,COMPLIANT,,熟,去壳、生重、打碎、充分搅拌,去壳、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,嗨皮 的鲜食食谱 08/01,COMPLIANT,,熟,去皮、去瓤、生重、打碎、充分搅拌,去皮、去瓤、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,鸡兔-lp DV,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,燕麦米青花鱼鸭肉,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,初一 的鲜食食谱 07/24,NEEDS_REVIEW,,熟,去皮、去骨、生重、打碎、充分搅拌,去皮、去骨、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,初一 的鲜食食谱 07/24,NEEDS_REVIEW,,熟,去油、生重、焯水、打碎、充分搅拌,去油、熟重、焯水、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,初一 的鲜食食谱 07/24,NEEDS_REVIEW,,熟,去骨、去皮、生重、打碎、充分搅拌,去骨、去皮、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,布丁定制食谱,PUBLISHED,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,3天/12份 兔,NEEDS_REVIEW,,熟,生重、打粉、充分搅拌,熟重、打粉、充分搅拌,熟档案：生重→熟重
设计器草稿,3天/12份 兔,NEEDS_REVIEW,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,3天/12份 兔,NEEDS_REVIEW,,生,去皮、去瓤、煮熟后称重、打碎、充分搅拌,去皮、去瓤、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,六六 的鲜食食谱 08/25,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,燕麦米青花鱼鸭肉(财宝),PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,杠铃 的鲜食食谱 07/25,NEEDS_REVIEW,,熟,去皮、去骨、生重、打碎、充分搅拌,去皮、去骨、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,杠铃 的鲜食食谱 07/25,NEEDS_REVIEW,,熟,去壳、生重、打碎、充分搅拌,去壳、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,杠铃 的鲜食食谱 07/25,NEEDS_REVIEW,,熟,水煮或焯水后沥干、称重、打碎、充分搅拌,焯水、沥干后称重、熟重、打碎、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,杠铃 的鲜食食谱 07/25,NEEDS_REVIEW,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,六六 的鲜食食谱 08/25,NEEDS_REVIEW,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,布丁定制食谱,PUBLISHED,,粉,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,六六 的鲜食食谱 08/25,NEEDS_REVIEW,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,秋葵藜麦米牛肉鸡胸,PUBLISHED,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,秋葵藜麦米牛肉鸡胸,PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,秋菊 的鲜食食谱 07/26,COMPLIANT,,干,打粉后充分搅拌,打粉、充分搅拌,自由文本归一
设计器草稿,秋菊 的鲜食食谱 07/26,COMPLIANT,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,布丁定制食谱,PUBLISHED,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,鸡胸280-lp DV碱,NEEDS_REVIEW,,生,去籽、煮熟后称重、打碎、充分搅拌,去籽、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,5天/20份 鸡猪-lp,NEEDS_REVIEW,,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,5天/20份 鸡猪-lp,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,迪迪 的鲜食食谱 06/27,NEEDS_REVIEW,,生,去老梗、焯水后称重、打碎、充分搅拌,去老梗、焯水、沥干后称重、打碎、充分搅拌,自由文本归一
设计器草稿,秋葵藜麦米牛肉鸡胸,PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,六六 的鲜食食谱 08/25,NEEDS_REVIEW,,生,煮熟后称重、打碎、充分搅拌,生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,六六 的鲜食食谱 08/25,NEEDS_REVIEW,,生,去皮、去瓤、煮熟后称重、打碎、充分搅拌,去皮、去瓤、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,小米三文鱼猪里脊(幺鸡),PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,燕麦米青花鱼鸭肉(财宝),COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,马？,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,马？,NEEDS_REVIEW,,生,去籽、煮熟后称重、打碎、充分搅拌,去籽、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,马？,NEEDS_REVIEW,,干,打粉后充分搅拌,打粉、充分搅拌,自由文本归一
设计器草稿,糙米三文鱼猪里脊(烟花),COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,青口贝虾仁鸡胸（幺鸡）,PUBLISHED,,生,水煮或焯水后沥干、称重、打碎、充分搅拌,焯水、沥干后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,青口贝虾仁鸡胸（幺鸡）,PUBLISHED,,生/干,生重打成粉后、搅拌均匀。,生重、打粉、充分搅拌,自由文本归一
设计器草稿,小米三文鱼猪里脊(幺鸡),PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,小米三文鱼猪里脊(幺鸡),PUBLISHED,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,小米三文鱼猪里脊(幺鸡),PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,糙米三文鱼猪里脊(烟花),COMPLIANT,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,马？,NEEDS_REVIEW,,浓缩补剂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,小米三文鱼猪里脊(幺鸡) 低能量需求成年犬（95ME）副本,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,小米三文鱼猪里脊(幺鸡) 低能量需求成年犬（95ME）副本,COMPLIANT,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,小米三文鱼猪里脊(幺鸡),COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,小米三文鱼猪里脊(幺鸡),COMPLIANT,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,鸡胸半餐-lp DV,NEEDS_REVIEW,,生,流水冲洗、浸泡60分钟、煮熟后称重、打碎、充分搅拌,流水冲洗、浸泡60分钟、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,布丁定制食谱,DRAFT,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,青口贝虾仁鸡胸（幺鸡）,COMPLIANT,,生/干,生重打成粉后、搅拌均匀。,生重、打粉、充分搅拌,自由文本归一
设计器草稿,百万 的鲜食食谱 07/28,COMPLIANT,,熟,去皮、去骨、生重、打碎、充分搅拌,去皮、去骨、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,百万 的鲜食食谱 07/28,COMPLIANT,,熟,去油、生重、打碎、充分搅拌,去油、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,百万 的鲜食食谱 07/28,COMPLIANT,,熟,去骨、生重、打碎、充分搅拌,去骨、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,百万 的鲜食食谱 07/28,COMPLIANT,,熟,去壳、生重、打碎、充分搅拌,去壳、熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,青口贝虾仁鸡胸（幺鸡）,COMPLIANT,,生,水煮或焯水后沥干、称重、打碎、充分搅拌,焯水、沥干后称重、打碎、充分搅拌,自由文本归一、去掉多余称重
设计器草稿,百万 的鲜食食谱 07/28,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,百万 的鲜食食谱 07/28,COMPLIANT,,熟,生重、充分搅拌,熟重、充分搅拌,熟档案：生重→熟重
设计器草稿,百万 的鲜食食谱 07/28,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,百万 的鲜食食谱 07/28,COMPLIANT,,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,熟重、打碎、静置30分钟、焯水、沥干后称重、充分搅拌,自由文本归一、熟档案：补熟重、去掉多余称重
设计器草稿,百万 的鲜食食谱 07/28,COMPLIANT,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,初一 的鲜食食谱 07/24,NEEDS_REVIEW,,熟,生重、打碎、充分搅拌,熟重、打碎、充分搅拌,熟档案：生重→熟重
设计器草稿,六六 的鲜食食谱 08/25,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
设计器草稿,糙米三文鱼猪里脊(烟花),PUBLISHED,,油脂,生重、充分搅拌,充分搅拌,油/粉/补剂：删除口径词
设计器草稿,鸡胸半餐-lp DV,NEEDS_REVIEW,,生,去皮、煮熟后称重、打碎、充分搅拌,去皮、生重、打碎、充分搅拌,生档案：熟制称重→生重
