原料ID,原料名称,阶段,下一步动作,问题代码,问题详情,主档案 USDA 食物,主档案 FDC ID,主档案状态,主档案入库状态,次级 USDA 档案数,总档案映射数,待审 USDA 候选数,已确认 USDA 候选数,已拒绝 USDA 候选数,最佳候选ID,最佳候选 FDC ID,最佳候选食物,最佳候选分数,最佳候选置信度,Agent 状态,Ingredient 当前来源,Ingredient 当前 externalId
777d61fa-55cb-49e0-83f6-852e3c63e8f5,火鸡胸,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Turkey, whole, breast, meat only, raw",171098,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,e2eb84df-f857-4e81-8005-b3fe5eb95c9d,172962,"Chicken breast, fat-free, mesquite flavor, sliced",0.85,HIGH,,USDA,171098
edb7d4b7-9fc3-4daa-ac3e-509d325a94a6,火麻籽,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Seeds, hemp seed, hulled",170148,干 / 标准可食部 / 未加工,VERIFIED,0,1,1,0,0,05c50f7f-1ccd-48ff-ac00-d55ab10cca94,170148,"Seeds, hemp seed, hulled",0.87,HIGH,,USDA,170148
59f0ca5c-5e6e-448b-baf0-8d7e82e92750,鸡蛋,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Egg, whole, raw, fresh",171287,生 / 整体 / 未加工,VERIFIED,1,2,4,0,0,36e1bb26-625f-4740-8c74-de38fcc48c8a,323604,"Egg, whole, raw, frozen, pasteurized",0.98,HIGH,COMPLETED,USDA,171287
d4c3da92-2631-411c-8dde-fd6aff0f1955,鸡肝,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Chicken, liver, all classes, raw",171060,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,eb88955b-3e6d-43d2-a088-8f6b7d1e4498,171060,"Chicken, liver, all classes, raw",0.98,HIGH,,USDA,171060
4614cac9-7037-4a26-9bd6-b3d1157a11a7,鸡腿肉,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Chicken, broilers or fryers, dark meat, thigh, meat only, raw",173627,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,8a02c2e4-901c-4c87-a6df-19ee3760e289,172855,"Chicken, skin (drumsticks and thighs), raw",0.98,HIGH,,USDA,173627
f52e2b3a-619f-436b-a673-dd3f59511aeb,鸡心,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Chicken, heart, all classes, raw",171458,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,396267fa-f9bc-4f19-94b8-b77cf202fc19,171458,"Chicken, heart, all classes, raw",0.98,HIGH,,USDA,171458
4cdd7736-cc6b-47a0-93f2-bb97bb42a49f,鸡胸,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",171077,生 / 去皮 / 未加工,VERIFIED,1,2,2,0,0,1e69c4dc-fdeb-457c-be4d-6a3906aabb30,172962,"Chicken breast, fat-free, mesquite flavor, sliced",0.85,HIGH,,USDA,171077
87843f88-c311-44a1-b9a9-726430b484e6,鸡胸【有机】,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",171077,生 / 去皮 / 未加工,VERIFIED,1,2,2,0,0,9e628096-f4d8-4d0a-9fcb-fd6605ff9339,172962,"Chicken breast, fat-free, mesquite flavor, sliced",0.85,HIGH,,USDA,171077
657419c4-2dd3-4c73-ad59-5e939eecbb32,鸡胗,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Chicken, gizzard, all classes, raw",171456,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,c43e4b83-98df-466d-88e8-b16059dc27ba,171456,"Chicken, gizzard, all classes, raw",0.98,HIGH,,USDA,171456
0e162e27-1eed-4d52-b776-52303902acd0,茄子,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Eggplant, raw",169228,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,32d9a716-58d6-48ce-acba-62efdbfd2497,169228,"Eggplant, raw",0.98,HIGH,COMPLETED,USDA,169228
92e0314a-5a6d-44c5-a2f3-ed6ddfa6311d,姜粉,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Spices, ginger, ground",170926,粉 / 标准可食部 / 粉碎,VERIFIED,0,1,1,0,0,f3a99bee-6c6e-4a27-bd16-59cb013b1b0f,170926,"Spices, ginger, ground",0.87,HIGH,,USDA,170926
a17130e6-fe75-4efc-88b6-4bfc325073a4,姜黄粉,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Spices, turmeric, ground",172231,粉 / 标准可食部 / 粉碎,VERIFIED,0,1,1,0,0,ce2d912d-5bf9-4d38-b4e3-918d6210837c,172231,"Spices, turmeric, ground",0.87,HIGH,,USDA,172231
c047e345-1958-4eaf-865a-565360b0b097,金针菇,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Mushrooms, enoki, raw",169382,生 / 标准可食部 / 未加工,VERIFIED,0,1,1,0,0,573ea11d-c85e-494e-bd86-aa4adff455ba,169382,"Mushrooms, enoki, raw",0.95,HIGH,,USDA,169382
6469b51f-0a73-4982-afea-1777170cdf6a,卷心菜,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",169335,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,3,3c1f9ab4-2529-4da8-ba1e-4822593d5e7c,169336,"Cabbage, common (danish, domestic, and pointed types), stored, raw",0.9,HIGH,COMPLETED,USDA,169335
362af701-3985-4b4e-a692-9c0ec46262e5,咖喱粉,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Spices, curry powder",170924,粉 / 标准可食部 / 粉碎,VERIFIED,0,1,1,0,0,846e9328-ac7e-4242-b88d-9ea13f4d4718,170924,"Spices, curry powder",0.87,HIGH,,USDA,170924
640fa120-3110-4cfb-8e1a-f4b1e848d608,葵花籽油,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Oil, sunflower, linoleic (less than 60%)",171017,油脂 / 标准可食部 / 未加工,VERIFIED,0,1,2,0,0,3ae34aa1-aa29-4e46-9603-71acabc4db98,171025,"Oil, sunflower, linoleic, (approx. 65%)",0.87,HIGH,,USDA,171017
aad5895e-e7cd-4aab-aa1a-6d237c3e1131,蓝莓,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Blueberries, raw",171711,生 / 标准可食部 / 未加工,VERIFIED,0,1,2,0,0,c8864ec3-aa06-4baa-8383-543c03d35fb7,171711,"Blueberries, raw",0.98,HIGH,COMPLETED,USDA,171711
79cd6603-3d7a-439e-b0fa-8ee89f6c03c8,梨（鲜）,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Pears, raw",169118,生 / 标准可食部 / 未加工,VERIFIED,0,1,2,0,0,6cb9c22c-42ae-41b1-8ff0-cb1ee7fc20d8,746773,"Pears, raw, bartlett",0.98,HIGH,COMPLETED,USDA,169118
1f095b44-dd15-4f2b-846a-c62c7668b786,藜麦,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Quinoa, uncooked",168874,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,0d84c584-9ea8-40c6-9a98-895eef170fc5,168874,"Quinoa, uncooked",0.72,MEDIUM,,USDA,168874
c42b2e6b-f558-4038-b5eb-3605628290f2,芦笋,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Asparagus, raw",168389,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,1be75136-bc99-45ac-8ee2-e5d0fb9ec2d1,168389,"Asparagus, raw",0.98,HIGH,COMPLETED,USDA,168389
a88da3aa-0f5d-487f-aa46-8b0338fea689,鹿腿肉,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Game meat, deer, raw",173855,生 / 标准可食部 / 未加工,VERIFIED,1,2,1,0,0,306a31e6-5ed4-4e6d-bfd7-6a614b79c7ab,167622,"Deer (venison), sitka, raw (Alaska Native)",0.95,HIGH,,USDA,173855
1c70d7d0-c674-41c6-95c2-ddd51319610e,绿豆,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Mung beans, mature seeds, raw",174256,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,2793de5c-4b98-42d0-b7b5-d2c25a17f459,174256,"Mung beans, mature seeds, raw",0.98,HIGH,COMPLETED,USDA,174256
2b2d66a5-f276-443a-b898-7d5ec6a4efb2,绿豆芽,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Mung beans, mature seeds, sprouted, raw",169957,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,c9a93aa9-6400-49de-8ef8-2d544affff14,169957,"Mung beans, mature seeds, sprouted, raw",0.98,HIGH,COMPLETED,USDA,169957
d96db83b-aee2-438c-935c-d0f31f6a70db,罗非鱼,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Fish, tilapia, raw",175176,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,8fbd714d-a237-42db-97cb-2927ca41e1a3,175176,"Fish, tilapia, raw",0.95,HIGH,,USDA,175176
0f4d72fe-f403-44af-83a6-7f12033eba35,马肉,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Game meat, horse, raw",175086,生 / 标准可食部 / 未加工,VERIFIED,1,2,0,0,0,,,,0,,,USDA,175086
acfa60ff-e014-4289-92eb-7d38a6216ecc,木瓜,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Papayas, raw",169926,生 / 标准可食部 / 未加工,VERIFIED,0,1,2,0,0,45b31de8-51aa-4cdb-8276-981abf947f56,169926,"Papayas, raw",0.95,HIGH,,USDA,169926
b337ed6b-629a-4c4c-b818-45fff49b46b4,南瓜,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Pumpkin, raw",168448,生 / 标准可食部 / 未加工,VERIFIED,1,2,1,0,3,d7a8728c-6193-43df-a662-1bcbad53ec04,168448,"Pumpkin, raw",0.8,MEDIUM,,USDA,168448
952cc178-8ce5-4bd6-b11b-b25a6b3ce604,牛肝,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Beef, variety meats and by-products, liver, raw",169451,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,e93478a0-d240-4ff1-b683-44186d222ad2,169451,"Beef, variety meats and by-products, liver, raw",0.98,HIGH,COMPLETED,USDA,169451
c0ca032c-7a96-49ba-bd6d-4bd7a15f95ee,牛里脊,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",171767,生 / 标准可食部 / 未加工,VERIFIED,1,2,0,0,0,,,,0,,,USDA,171767
e210a4ed-224d-4806-9f07-90ff34d0b271,牛霖,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, raw",168646,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,95c93b3b-456c-4926-9233-c3bad2e6fe4d,746761,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",0.98,HIGH,COMPLETED,USDA,168646
4c6faf75-9d21-4ed7-a90c-92b9d0893e81,牛脾,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Beef, variety meats and by-products, spleen, raw",169454,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,fccefe64-2b5e-45f3-b700-26da0319a72b,169454,"Beef, variety meats and by-products, spleen, raw",0.98,HIGH,COMPLETED,USDA,169454
8aadc685-7294-4395-98d2-a94d78dc7146,牛心,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Beef, variety meats and by-products, heart, raw",168625,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,92de1f99-3ae2-4c07-9c8d-747ec364d90e,168625,"Beef, variety meats and by-products, heart, raw",0.98,HIGH,COMPLETED,USDA,168625
9214e1fe-dbb5-4f13-b461-4b2bcf115469,苹果,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Apples, raw, with skin (Includes foods for USDA's Food Distribution Program)",171688,生 / 带皮 / 未加工,VERIFIED,0,1,3,0,0,800746f4-2d52-40ef-987b-1e4e257675e6,168194,"Pineapple, raw, extra sweet variety",0.95,HIGH,,USDA,171688
4c727aaf-f83d-4524-84d2-7a31243866cf,奇亚籽,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Seeds, chia seeds, dried",170554,干 / 标准可食部 / 未加工,VERIFIED,0,1,1,0,0,8fbb69e1-29ab-4bb3-912e-01eb1a860a67,170554,"Seeds, chia seeds, dried",0.87,HIGH,,USDA,170554
e10e4a17-1e37-4a8b-b7d2-0e565525f047,芹菜,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Celery, raw",169988,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,10dd7399-e264-47ef-ad80-54fc00a6f9de,169988,"Celery, raw",0.98,HIGH,COMPLETED,USDA,169988
f07026e6-0d3f-47c2-954a-917b0ac754f3,青花鱼,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Fish, mackerel, Pacific and jack, mixed species, raw",173672,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,da311de5-7aee-494c-a57f-d14fc73c8d75,173673,"Fish, mackerel, spanish, raw",0.95,HIGH,,USDA,173672
ef0b3c7a-5fdd-484b-8757-a8e562c53ed6,秋葵,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Okra, raw",169260,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,a7704b44-5ccb-4fe7-90cf-08a2d590542b,169260,"Okra, raw",0.98,HIGH,COMPLETED,USDA,169260
5ac7843c-7671-485c-9738-30bfd9388e0b,肉桂粉,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Spices, cinnamon, ground",171320,粉 / 标准可食部 / 粉碎,VERIFIED,0,1,1,0,0,46342a51-8872-46d6-a9b1-d72509da9740,171320,"Spices, cinnamon, ground",0.87,HIGH,,USDA,171320
7c48d4a1-7873-415f-9ce7-86a0f668dbd9,三文鱼,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Fish, salmon, Atlantic, farmed, raw",175167,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,5749a997-4fbb-4995-aabc-4fde8fb71136,168045,"Fish, salmon, sockeye (red), raw (Alaska Native)",0.95,HIGH,,USDA,175167
ee065214-a64a-40d9-8e20-d5bb1a212b05,山药,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Yam, raw",170071,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,a5893db4-9a27-4d8e-9814-1918f585049b,170071,"Yam, raw",0.98,HIGH,COMPLETED,USDA,170071
4433dd9b-ef94-4c7e-9a27-f91503bed31b,上海青,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Cabbage, chinese (pak-choi), raw",170390,生 / 标准可食部 / 未加工,VERIFIED,1,2,0,0,0,,,,0,,,USDA,170390
21b3de6f-a95a-4131-a126-b442edc211d4,生菜,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Lettuce, green leaf, raw",169249,生 / 标准可食部 / 未加工,VERIFIED,0,1,2,0,0,5339670a-5270-49d1-b4fd-90c519a8e49b,168431,"Lettuce, red leaf, raw",0.98,HIGH,COMPLETED,USDA,169249
65829ba2-a3f1-4422-a903-0e630783cdd0,生蚝,已有 USDA 主档案,已入库；后续只需抽样验收或补充次级档案,,,"Mollusks, oyster, eastern, farmed, raw",175172,生 / 标准可食部 / 未加工,VERIFIED,1,2,2,0,0,62063ea1-52a1-4935-942e-c0d104838581,169277,"Salsify, (vegetable oyster), raw",0.95,HIGH,,USDA,175172
