食谱名称,食谱状态,版本,原料,当前营养档案,当前生熟,设计器原选营养档案,原选生熟,处理建议,食谱行ID
十字花科全谷物三文鱼鸡肉,PUBLIC,9,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,鸡蛋壳粉,（空）,—,鸡蛋壳粉 · 西知堂 · 500g/罐,浓缩补剂,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
十字花科全谷物三文鱼鸡肉,PUBLIC,9,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,a2496a6e-fe03-4f5c-908a-87016bb0c941
紫薯黑米猪里脊,DRAFT,1,猪里脊,（空）,—,鲜猪里脊（纯瘦，生）,生,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,三文鱼,（空）,—,三文鱼（大西洋鲑，养殖，生）,生,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,牛肝,（空）,—,牛肝（生）,生,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,黑米,（空）,—,黑米，熟/米饭,熟/米饭,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,紫薯,（空）,—,紫薯（去皮，蒸熟）,熟,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,上海青,（空）,—,小白菜/上海青（水煮沥干，不加盐）,熟,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,红甜椒,（空）,—,红甜椒（生）,生,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,生葵花籽仁,（空）,—,葵花籽仁（干）,干,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,鸡蛋壳粉,（空）,—,鸡蛋壳粉 · 西知堂 · 500g/罐,浓缩补剂,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,双甘氨酸亚铁胶囊,（空）,—,双甘氨酸亚铁胶囊 · NOW FOODS · 18mg铁/粒，120粒/瓶,浓缩补剂,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
紫薯黑米猪里脊,DRAFT,1,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,08a7938f-858e-4d6f-91f3-3ce9beb026ba
布丁定制食谱,PRIVATE_CUSTOM,8,西兰花,西兰花（生）,生,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,7e63ad1f-a9fb-4be7-bce4-8aebfae8ed58
布丁定制食谱,PRIVATE_CUSTOM,8,胡萝卜,胡萝卜（生）,生,胡萝卜（水煮沥干，不加盐）,熟,可按设计意图修复,7e63ad1f-a9fb-4be7-bce4-8aebfae8ed58
布丁定制食谱,PRIVATE_CUSTOM,8,南瓜,南瓜（生）,生,南瓜（水煮沥干，不加盐）,熟,可按设计意图修复,7e63ad1f-a9fb-4be7-bce4-8aebfae8ed58
青花鱼对虾牛肉(财宝),PRIVATE_CUSTOM,2,黑米,黑米，生/干,生/干,黑米，熟/米饭,熟/米饭,可按设计意图修复,b5d1de4a-a70b-4b38-badc-11317648a7a0
青花鱼对虾牛肉(财宝),PRIVATE_CUSTOM,2,红薯,红薯/甘薯（生，未加工）,生,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,b5d1de4a-a70b-4b38-badc-11317648a7a0
青花鱼对虾牛肉(财宝),PRIVATE_CUSTOM,2,紫甘蓝,紫甘蓝（生）,生,紫甘蓝（水煮沥干，不加盐）,熟,可按设计意图修复,b5d1de4a-a70b-4b38-badc-11317648a7a0
青花鱼对虾牛肉(财宝),PRIVATE_CUSTOM,2,西兰花,西兰花（生）,生,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,b5d1de4a-a70b-4b38-badc-11317648a7a0
青花鱼对虾牛肉(财宝),PRIVATE_CUSTOM,2,胡萝卜,胡萝卜（生）,生,胡萝卜（水煮沥干，不加盐）,熟,可按设计意图修复,b5d1de4a-a70b-4b38-badc-11317648a7a0
青花鱼对虾牛肉(财宝),PRIVATE_CUSTOM,2,绿豆芽,绿豆芽（生）,生,绿豆芽（水煮沥干，不加盐）,熟,可按设计意图修复,b5d1de4a-a70b-4b38-badc-11317648a7a0
小米鳕鱼鸡胸,PUBLIC,2,鸡胸,（空）,—,鸡胸肉（去皮去骨，仅肉，生）,生,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,狭鳕鱼柳,（空）,—,狭鳕鱼（生）,生,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,鸭肝,（空）,—,鸭肝（生）,生,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,小米,（空）,—,小米粥/熟小米,熟,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,秋葵,（空）,—,秋葵（水煮沥干，不加盐）,熟,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,苹果,（空）,—,苹果（带皮，生）,生,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,生葵花籽仁,（空）,—,葵花籽仁（干）,干,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,奇亚籽,（空）,—,奇亚籽（干）,干,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,骨粉,（空）,—,骨粉 · KAL · 450g/罐,浓缩补剂,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,双甘氨酸亚铁胶囊,（空）,—,双甘氨酸亚铁胶囊 · NOW FOODS · 18mg铁/粒，120粒/瓶,浓缩补剂,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,鱼肝油,（空）,—,鱼肝油 · NOW FOODS · 250粒/瓶,浓缩补剂,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
小米鳕鱼鸡胸,PUBLIC,2,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,ff429cb0-4871-4edd-82af-6557f1867240
大米红薯兔里脊,PRIVATE_CUSTOM,2,西兰花,西兰花（生）,生,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,5fe009b0-2244-490e-bf4a-b42db0ea790a
燕麦鳕鱼猪肉,PUBLIC,2,猪里脊,（空）,—,鲜猪里脊（纯瘦，生）,生,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,猪肝,（空）,—,鲜猪肝（生）,生,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,狭鳕鱼柳,（空）,—,狭鳕鱼（生）,生,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,生蚝,（空）,—,生蚝（太平洋养殖，生）,生,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,大米,（空）,—,米饭（长粒白米，熟，不加盐，未强化）,熟,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,燕麦,（空）,—,燕麦片（常规/快熟，干，未强化）,干,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,西兰花,（空）,—,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,红甜椒,（空）,—,红甜椒（水煮沥干，不加盐）,熟,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,生葵花籽仁,（空）,—,葵花籽仁（干）,干,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,骨粉,（空）,—,骨粉 · KAL · 450g/罐,浓缩补剂,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,维生素D3胶囊,（空）,—,维生素D3胶囊 · NOW FOODS · 1000IU维D3/粒，180粒/瓶,浓缩补剂,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,双甘氨酸亚铁胶囊,（空）,—,双甘氨酸亚铁胶囊 · NOW FOODS · 18mg铁/粒，120粒/瓶,浓缩补剂,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
燕麦鳕鱼猪肉,PUBLIC,2,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,4e3450f4-362c-4f78-881e-3e72b8191703
鸡胸牛肉饭(幺鸡),DRAFT,7,牛里脊,（空）,—,牛里脊（牛柳，生）,生,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,鸡胸,（空）,—,鸡胸肉（去皮去骨，仅肉，生）,生,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,牛肝,（空）,—,牛肝（生）,生,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,青花鱼,（空）,—,青花鱼（生）,生,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,大米,（空）,—,米饭（长粒白米，熟，不加盐，未强化）,熟,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,紫薯,（空）,—,紫薯（去皮，蒸熟）,熟,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,西葫芦,（空）,—,西葫芦（带皮，水煮沥干，不加盐）,熟,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,花椰菜,（空）,—,花椰菜（水煮沥干，不加盐）,熟,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,火麻籽,（空）,—,火麻仁（去壳）,干,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,丁香粉,（空）,—,丁香粉,粉,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,蛋氨酸锌(含铜),（空）,—,NOW Foods L-OptiZinc 锌 30mg · 每粒标签营养,浓缩补剂,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,碳酸钙粉,（空）,—,碳酸钙粉 · NOW FOODS · 600mg钙/1.7克，340g/罐,浓缩补剂,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,鱼肝油,（空）,—,鱼肝油 · NOW FOODS · 250粒/瓶,浓缩补剂,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,双甘氨酸亚铁胶囊,（空）,—,双甘氨酸亚铁胶囊 · NOW FOODS · 18mg铁/粒，120粒/瓶,浓缩补剂,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,柠檬酸镁胶囊,（空）,—,柠檬酸镁胶囊 · NOW FOODS · 133.33mg镁/粒，120粒/瓶,浓缩补剂,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,氨基酸螯合铜,（空）,—,Swanson Albion 铜 · 每片标签营养,浓缩补剂,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
鸡胸牛肉饭(幺鸡),DRAFT,7,B族维生素复合胶囊,（空）,—,Jarrow Formulas B-Right · 每粒标签营养,浓缩补剂,可按设计意图修复,3884c97d-700f-4d4f-832c-8783788f6d70
创伤恢复+红胡子(牛肉版),DRAFT,1,牛里脊,（空）,—,牛里脊（牛柳，生）,生,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,三文鱼,（空）,—,三文鱼（大西洋鲑，养殖，生）,生,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,牛肝,（空）,—,牛肝（生）,生,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,糙米,（空）,—,糙米饭（长粒，熟）,熟,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,燕麦,（空）,—,燕麦片（常规/快熟，干，未强化）,干,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,红薯,（空）,—,红薯/甘薯（生，未加工）,生,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,胡萝卜,（空）,—,胡萝卜（生）,生,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,西兰花,（空）,—,西兰花（生）,生,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,白蘑菇,（空）,—,白蘑菇（生）,生,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,姜黄粉,（空）,—,姜黄粉,粉,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,鸡蛋壳粉,（空）,—,鸡蛋壳粉 · 西知堂 · 500g/罐,浓缩补剂,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
创伤恢复+红胡子(牛肉版),DRAFT,1,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,05d1f95b-8cf3-4e74-b1bb-9a659eafc8a5
小米鳕鱼鸡胸,PUBLIC,2,鸡胸,（空）,—,鸡胸肉（去皮去骨，仅肉，生）,生,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,狭鳕鱼柳,（空）,—,狭鳕鱼（生）,生,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,鸭肝,（空）,—,鸭肝（生）,生,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,小米,（空）,—,小米粥/熟小米,熟,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,秋葵,（空）,—,秋葵（水煮沥干，不加盐）,熟,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,苹果,（空）,—,苹果（带皮，生）,生,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,生葵花籽仁,（空）,—,葵花籽仁（干）,干,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,奇亚籽,（空）,—,奇亚籽（干）,干,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,骨粉,（空）,—,骨粉 · KAL · 450g/罐,浓缩补剂,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,双甘氨酸亚铁胶囊,（空）,—,双甘氨酸亚铁胶囊 · NOW FOODS · 18mg铁/粒，120粒/瓶,浓缩补剂,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,鱼肝油,（空）,—,鱼肝油 · NOW FOODS · 250粒/瓶,浓缩补剂,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
小米鳕鱼鸡胸,PUBLIC,2,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,62373ad9-b5c9-48ec-8e3d-a0f30a6d8650
燕麦米青花鱼鸭肉,DRAFT,3,鸭胸,（空）,—,鸭肉（仅肉，生）,生,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,青花鱼,（空）,—,青花鱼（生）,生,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,青口贝,（空）,—,新西兰青口贝肉（生）,生,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,鸭肝,（空）,—,鸭肝（生）,生,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,南瓜,（空）,—,南瓜（水煮沥干，不加盐）,熟,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,燕麦米,（空）,—,燕麦米，生/干,生/干,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,西葫芦,（空）,—,西葫芦（带皮，水煮沥干，不加盐）,熟,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,紫甘蓝,（空）,—,紫甘蓝（水煮沥干，不加盐）,熟,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,生葵花籽仁,（空）,—,葵花籽仁（干）,干,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,鸡蛋壳粉,（空）,—,鸡蛋壳粉 · 无 · 散装,浓缩补剂,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,碘钾片,（空）,—,碘钾片 · NOW FOODS · 180片/瓶，225mcg碘、99mg钾、5mg钠/片,浓缩补剂,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
燕麦米青花鱼鸭肉,DRAFT,3,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,cc632e19-e47a-4cc3-9959-589410a7abbb
黑米鳕鱼鸡胸,DRAFT,4,红薯,红薯/甘薯（生，未加工）,生,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,2b63a9ba-eb91-473f-9168-b8c22a93cf24
青口贝虾仁鸡胸（幺鸡）,PRIVATE_CUSTOM,4,红薯,红薯/甘薯（生，未加工）,生,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,88e462c6-d177-49fd-8fb0-621ef80c7c5d
青口贝虾仁鸡胸（幺鸡）,PRIVATE_CUSTOM,4,西葫芦,西葫芦（带皮，生）,生,西葫芦（带皮，水煮沥干，不加盐）,熟,可按设计意图修复,88e462c6-d177-49fd-8fb0-621ef80c7c5d
大米燕麦三文鱼兔里脊,PUBLIC,4,兔里脊,（空）,—,家兔肉（综合部位，生）,生,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,三文鱼,（空）,—,三文鱼（大西洋鲑，养殖，生）,生,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,鸭肝,（空）,—,鸭肝（生）,生,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
大米燕麦三文鱼兔里脊,PUBLIC,4,大米,（空）,—,米饭（长粒白米，熟，不加盐，未强化）,熟,可按设计意图修复,09d81930-b732-484c-bf2a-6edd1316c16d
