食谱名称,食谱状态,版本,原料,当前营养档案,当前生熟,设计器原选营养档案,原选生熟,处理建议,食谱行ID
糙米三文鱼鸭胸鹿腿,PUBLIC,6,鹿腿肉,（空）,—,鹿肉（生）,生,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,鸭胸,（空）,—,鸭肉（仅肉，生）,生,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,三文鱼,（空）,—,三文鱼（大西洋鲑，养殖，生）,生,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,生蚝,（空）,—,生蚝（太平洋养殖，生）,生,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,青口贝,（空）,—,新西兰青口贝肉（生）,生,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,鸭肝,（空）,—,鸭肝（生）,生,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,糙米,（空）,—,糙米饭（长粒，熟）,熟,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,西兰花,（空）,—,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,红甜椒,（空）,—,红甜椒（生）,生,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,绿豆芽,（空）,—,绿豆芽（生）,生,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,梨（鲜）,（空）,—,梨（生）,生,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,鸡蛋壳粉,（空）,—,鸡蛋壳粉 · 西知堂 · 500g/罐,浓缩补剂,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
糙米三文鱼鸭胸鹿腿,PUBLIC,6,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,afdacaa5-e48d-408a-bfe8-2198928f5e49
小米鳕鱼鸡胸,PUBLIC,1,鸡胸,（空）,—,鸡胸肉（去皮去骨，仅肉，生）,生,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,狭鳕鱼柳,（空）,—,狭鳕鱼（生）,生,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,鸭肝,（空）,—,鸭肝（生）,生,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,小米,（空）,—,小米粥/熟小米,熟,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,秋葵,（空）,—,秋葵（水煮沥干，不加盐）,熟,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,苹果,（空）,—,苹果（带皮，生）,生,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,生葵花籽仁,（空）,—,葵花籽仁（干）,干,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,奇亚籽,（空）,—,奇亚籽（干）,干,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,骨粉,（空）,—,骨粉 · KAL · 450g/罐,浓缩补剂,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,双甘氨酸亚铁胶囊,（空）,—,双甘氨酸亚铁胶囊 · NOW FOODS · 18mg铁/粒，120粒/瓶,浓缩补剂,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,鱼肝油,（空）,—,鱼肝油 · NOW FOODS · 250粒/瓶,浓缩补剂,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
小米鳕鱼鸡胸,PUBLIC,1,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,234dbddd-ba10-4525-a585-c996af867962
土豆大米兔,PRIVATE_CUSTOM,3,红甜椒,红甜椒（水煮沥干，不加盐）,熟,红甜椒（生）,生,需人工确认,4c474c35-3f8c-4e9f-8378-849b90b5bf28
土豆大米兔,PRIVATE_CUSTOM,3,紫甘蓝,紫甘蓝（生）,生,紫甘蓝（水煮沥干，不加盐）,熟,可按设计意图修复,4c474c35-3f8c-4e9f-8378-849b90b5bf28
糙米三文鱼鸭胸鹿腿,PUBLIC,2,鹿腿肉,（空）,—,鹿肉（生）,生,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,鸭胸,（空）,—,鸭肉（仅肉，生）,生,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,三文鱼,（空）,—,三文鱼（大西洋鲑，养殖，生）,生,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,生蚝,（空）,—,生蚝（太平洋养殖，生）,生,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,青口贝,（空）,—,新西兰青口贝肉（生）,生,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,鸭肝,（空）,—,鸭肝（生）,生,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,糙米,（空）,—,糙米饭（长粒，熟）,熟,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,藜麦,（空）,—,藜麦（未煮）,生,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,西兰花,（空）,—,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,红甜椒,（空）,—,红甜椒（生）,生,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,绿豆芽,（空）,—,绿豆芽（生）,生,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,梨（鲜）,（空）,—,梨（生）,生,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
糙米三文鱼鸭胸鹿腿,PUBLIC,2,骨粉,（空）,—,骨粉 · KAL · 450g/罐,浓缩补剂,可按设计意图修复,e160d12f-4905-4427-806f-28f92f6b57b4
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,鸭胸,（空）,—,鸭肉（仅肉，生）,生,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,鸭心,（空）,—,鸭心（生）,生,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,鸭肝,（空）,—,鸭肝（生）,生,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,南美对虾虾仁,（空）,—,南美对虾虾仁，生（MEXT whiteleg shrimp）,生,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,比目鱼,（空）,—,比目鱼/鳎鱼类（生）,生,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,南瓜,（空）,—,南瓜（水煮沥干，不加盐）,熟,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,绿豆芽,（空）,—,绿豆芽（水煮沥干，不加盐）,熟,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,花椰菜,（空）,—,花椰菜（水煮沥干，不加盐）,熟,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,羊肚菌（鲜）,（空）,—,羊肚菌（生）,生,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,树莓,（空）,—,树莓（生）,生,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,火麻籽,（空）,—,火麻仁（去壳）,干,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,姜粉,（空）,—,姜粉,粉,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,蛋氨酸锌(含铜),（空）,—,NOW Foods L-OptiZinc 锌 30mg · 每粒标签营养,浓缩补剂,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
鸡蛋鱼虾鸭胸(路宝),DRAFT,3,碳酸钙粉,（空）,—,碳酸钙粉 · NOW FOODS · 600mg钙/1.7克，340g/罐,浓缩补剂,可按设计意图修复,55595492-35c6-4c1b-a78c-ebc75bc5db3d
小米鳕鱼鸡胸,PUBLIC,5,鸡胸,（空）,—,鸡胸肉（去皮去骨，仅肉，生）,生,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,狭鳕鱼柳,（空）,—,狭鳕鱼（生）,生,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,鸡蛋,（空）,—,全鸡蛋（鲜蛋，生）,生,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,鸭肝,（空）,—,鸭肝（生）,生,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,小米,（空）,—,小米粥/熟小米,熟,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,秋葵,（空）,—,秋葵（生）,生,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,苹果,（空）,—,苹果（带皮，生）,生,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,生葵花籽仁,（空）,—,葵花籽仁（干）,干,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,奇亚籽,（空）,—,奇亚籽（干）,干,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,丁香粉,（空）,—,丁香粉,粉,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,营养酵母粉,（空）,—,营养酵母粉 · NOW FOODS · 284克/罐,浓缩补剂,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,鸡蛋壳粉,（空）,—,鸡蛋壳粉 · 西知堂 · 500g/罐,浓缩补剂,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
小米鳕鱼鸡胸,PUBLIC,5,鱼肝油,（空）,—,鱼肝油 · NOW FOODS · 250粒/瓶,浓缩补剂,可按设计意图修复,59b1e976-378a-4f13-8ac3-3a2278a75218
十字花科全谷物三文鱼鸡肉,PUBLIC,2,鸡胸,（空）,—,鸡胸肉（去皮去骨，仅肉，生）,生,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,鸡心,（空）,—,鸡心（慢炖熟制）,熟,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,鸡肝,（空）,—,鸡肝（生）,生,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,三文鱼,（空）,—,三文鱼（大西洋鲑，养殖，生）,生,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,生蚝,（空）,—,生蚝（太平洋养殖，生）,生,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,糙米,（空）,—,糙米饭（长粒，熟）,熟,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,西兰花,（空）,—,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,卷心菜,（空）,—,普通卷心菜（水煮沥干，不加盐）,熟,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,白萝卜,（空）,—,白萝卜（水煮沥干，不加盐）,熟,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,鲜香菇,（空）,—,鲜香菇（生）,生,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,火麻籽,（空）,—,火麻仁（去壳）,干,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,骨粉,（空）,—,骨粉 · KAL · 450g/罐,浓缩补剂,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
十字花科全谷物三文鱼鸡肉,PUBLIC,2,双甘氨酸亚铁胶囊,（空）,—,双甘氨酸亚铁胶囊 · NOW FOODS · 18mg铁/粒，120粒/瓶,浓缩补剂,可按设计意图修复,e5ce3333-d9af-409c-b023-b3ac45ddcf0c
燕麦鳕鱼猪肉,PUBLIC,8,猪里脊,（空）,—,鲜猪里脊（纯瘦，生）,生,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,猪肝,（空）,—,鲜猪肝（生）,生,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,狭鳕鱼柳,（空）,—,狭鳕鱼（生）,生,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,生蚝,（空）,—,生蚝（太平洋养殖，生）,生,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,红薯,（空）,—,红薯/甘薯（水煮，去皮）,熟,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,燕麦,（空）,—,燕麦片（常规/快熟，干，未强化）,干,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,西兰花,（空）,—,西兰花（水煮沥干，不加盐）,熟,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,红甜椒,（空）,—,红甜椒（生）,生,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,生葵花籽仁,（空）,—,葵花籽仁（干）,干,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,小麦胚芽油,（空）,—,小麦胚芽油,油脂,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,食用盐,（空）,—,食盐（精制食盐）,干,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,碳酸钙粉,（空）,—,碳酸钙粉 · NOW FOODS · 600mg钙/1.7克，340g/罐,浓缩补剂,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,维生素D3胶囊,（空）,—,维生素D3胶囊 · NOW FOODS · 1000IU维D3/粒，180粒/瓶,浓缩补剂,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,海藻粉,（空）,—,海藻粉 · NOW FOODS · 227g/瓶，450mcg碘/平勺，2522平勺/瓶,浓缩补剂,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,胆碱片,（空）,—,胆碱片 · NATURE'S WAY · 500mg胆碱/片 100 片/瓶,浓缩补剂,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
燕麦鳕鱼猪肉,PUBLIC,8,葡萄糖酸锌片,（空）,—,葡萄糖酸锌片 · NOW FOODS · 50mg锌/片 100片/瓶,浓缩补剂,可按设计意图修复,4f8aa974-78d6-4f90-9d89-ce5792be73b3
